link,title,description
http://arxiv.org/abs/1810.01898,A Multi-Face Challenging Dataset for Robust Face Recognition. (arXiv:1810.01898v2 [cs.CV] UPDATED),"<p>Face recognition in images is an active area of interest among the computer
vision researchers. However, recognizing human face in an unconstrained
environment, is a relatively less-explored area of research. Multiple face
recognition in unconstrained environment is a challenging task, due to the
variation of view-point, scale, pose, illumination and expression of the face
images. Partial occlusion of faces makes the recognition task even more
challenging. The contribution of this paper is two-folds: introducing a
challenging multiface dataset (i.e., IIITS MFace Dataset) for face recognition
in unconstrained environment and evaluating the performance of state-of-the-art
hand-designed and deep learning based face descriptors on the dataset. The
proposed IIITS MFace dataset contains faces with challenges like pose
variation, occlusion, mask, spectacle, expressions, change of illumination,
etc. We experiment with several state-of-the-art face descriptors, including
recent deep learning based face descriptors like VGGFace, and compare with the
existing benchmark face datasets. Results of the experiments clearly show that
the difficulty level of the proposed dataset is much higher compared to the
benchmark datasets.
</p>
"
http://arxiv.org/abs/1810.05947,Robust Model Predictive Control of Irrigation Systems with Active Uncertainty Learning and Data Analytics. (arXiv:1810.05947v2 [cs.SY] UPDATED),"<p>We develop a novel data-driven robust model predictive control (DDRMPC)
approach for automatic control of irrigation systems. The fundamental idea is
to integrate both mechanistic models, which describe dynamics in soil moisture
variations, and data-driven models, which characterize uncertainty in forecast
errors of evapotranspiration and precipitation, into a holistic systems control
framework. To better capture the support of uncertainty distribution, we take a
new learning-based approach by constructing uncertainty sets from historical
data. For evapotranspiration forecast error, the support vector
clustering-based uncertainty set is adopted, which can be conveniently built
from historical data. As for precipitation forecast errors, we analyze the
dependence of their distribution on forecast values, and further design a
tailored uncertainty set based on the properties of this type of uncertainty.
In this way, the overall uncertainty distribution can be elaborately described,
which finally contributes to rational and efficient control decisions. To
assure the quality of data-driven uncertainty sets, a training-calibration
scheme is used to provide theoretical performance guarantees. A generalized
affine decision rule is adopted to obtain tractable approximations of optimal
control problems, thereby ensuring the practicability of DDRMPC. Case studies
using real data show that, DDRMPC can reliably maintain soil moisture above the
safety level and avoid crop devastation. The proposed DDRMPC approach leads to
a 40\% reduction of total water consumption compared to the fine-tuned
open-loop control strategy. In comparison with the carefully tuned rule-based
control and certainty equivalent model predictive control, the proposed DDRMPC
approach can significantly reduce the total water consumption and improve the
control performance.
</p>
"
http://arxiv.org/abs/1811.03433,Explainable cardiac pathology classification on cine MRI with motion characterization by semi-supervised learning of apparent flow. (arXiv:1811.03433v2 [cs.CV] UPDATED),"<p>We propose a method to classify cardiac pathology based on a novel approach
to extract image derived features to characterize the shape and motion of the
heart. An original semi-supervised learning procedure, which makes efficient
use of a large amount of non-segmented images and a small amount of images
segmented manually by experts, is developed to generate pixel-wise apparent
flow between two time points of a 2D+t cine MRI image sequence. Combining the
apparent flow maps and cardiac segmentation masks, we obtain a local apparent
flow corresponding to the 2D motion of myocardium and ventricular cavities.
This leads to the generation of time series of the radius and thickness of
myocardial segments to represent cardiac motion. These time series of motion
features are reliable and explainable characteristics of pathological cardiac
motion. Furthermore, they are combined with shape-related features to classify
cardiac pathologies. Using only nine feature values as input, we propose an
explainable, simple and flexible model for pathology classification. On ACDC
training set and testing set, the model achieves 95% and 94% respectively as
classification accuracy. Its performance is hence comparable to that of the
state-of-the-art. Comparison with various other models is performed to outline
some advantages of our model.
</p>
"
http://arxiv.org/abs/1811.08383,TSM: Temporal Shift Module for Efficient Video Understanding. (arXiv:1811.08383v2 [cs.CV] UPDATED),"<p>The explosive growth in video streaming gives rise to challenges on
efficiently extracting the spatial-temporal information to perform video
understanding at low computation cost. Conventional 2D CNNs are computationally
cheap but cannot capture temporal relationships; 3D CNN based methods can
achieve good performance but are computationally intensive, making it expensive
to deploy. In this paper, we propose a generic and effective Temporal Shift
Module (TSM) that enjoys both high efficiency and high performance.
Specifically, it can achieve the performance of 3D CNN but maintain 2D CNN's
complexity. TSM shifts part of the channels along the temporal dimension, thus
facilitate information exchanged among neighboring frames. It can be inserted
into 2D CNNs to achieve temporal modeling at zero computation and zero
parameters. We also extended TSM to online video recognition setting, which
enables real-time low-latency online video recognition. On the
Something-Something-V1 dataset which focuses on temporal modeling, we achieved
better results than I3D family and ECO family using 6X and 2.7X fewer FLOPs
respectively. Measured on P100 GPU, our single model achieved 1.8% higher
accuracy at 9.5X lower latency and 12.7X higher throughput compared to I3D. The
code is available here: https://github.com/MIT-HAN-LAB/temporal-shift-module.
</p>
"
http://arxiv.org/abs/1811.12019,Large-Scale Distributed Second-Order Optimization Using Kronecker-Factored Approximate Curvature for Deep Convolutional Neural Networks. (arXiv:1811.12019v4 [cs.LG] UPDATED),"<p>Large-scale distributed training of deep neural networks suffer from the
generalization gap caused by the increase in the effective mini-batch size.
Previous approaches try to solve this problem by varying the learning rate and
batch size over epochs and layers, or some ad hoc modification of the batch
normalization. We propose an alternative approach using a second-order
optimization method that shows similar generalization capability to first-order
methods, but converges faster and can handle larger mini-batches. To test our
method on a benchmark where highly optimized first-order methods are available
as references, we train ResNet-50 on ImageNet. We converged to 75% Top-1
validation accuracy in 35 epochs for mini-batch sizes under 16,384, and
achieved 75% even with a mini-batch size of 131,072, which took only 978
iterations.
</p>
"
http://arxiv.org/abs/1812.00020,TextureNet: Consistent Local Parametrizations for Learning from High-Resolution Signals on Meshes. (arXiv:1812.00020v2 [cs.CV] UPDATED),"<p>We introduce, TextureNet, a neural network architecture designed to extract
features from high-resolution signals associated with 3D surface meshes (e.g.,
color texture maps). The key idea is to utilize a 4-rotational symmetric
(4-RoSy) field to define a domain for convolution on a surface. Though 4-RoSy
fields have several properties favorable for convolution on surfaces (low
distortion, few singularities, consistent parameterization, etc.), orientations
are ambiguous up to 4-fold rotation at any sample point. So, we introduce a new
convolutional operator invariant to the 4-RoSy ambiguity and use it in a
network to extract features from high-resolution signals on geodesic
neighborhoods of a surface. In comparison to alternatives, such as PointNet
based methods which lack a notion of orientation, the coherent structure given
by these neighborhoods results in significantly stronger features. As an
example application, we demonstrate the benefits of our architecture for 3D
semantic segmentation of textured 3D meshes. The results show that our method
outperforms all existing methods on the basis of mean IoU by a significant
margin in both geometry-only (6.4%) and RGB+Geometry (6.9-8.2%) settings.
</p>
"
http://arxiv.org/abs/1812.00876,Deep Learning based Pedestrian Detection at Distance in Smart Cities. (arXiv:1812.00876v3 [cs.CV] UPDATED),"<p>Generative adversarial networks (GANs) have been promising for many computer
vision problems due to their powerful capabilities to enhance the data for
training and test. In this paper, we leveraged GANs and proposed a new
architecture with a cascaded Single Shot Detector (SSD) for pedestrian
detection at distance, which is yet a challenge due to the varied sizes of
pedestrians in videos at distance. To overcome the low-resolution issues in
pedestrian detection at distance, DCGAN is employed to improve the resolution
first to reconstruct more discriminative features for a SSD to detect objects
in images or videos. A crucial advantage of our method is that it learns a
multi-scale metric to distinguish multiple objects at different distances under
one image, while DCGAN serves as an encoder-decoder platform to generate parts
of an image that contain better discriminative information. To measure the
effectiveness of our proposed method, experiments were carried out on the
Canadian Institute for Advanced Research (CIFAR) dataset, and it was
demonstrated that the proposed new architecture achieved a much better
detection rate, particularly on vehicles and pedestrians at distance, making it
highly suitable for smart cities applications that need to discover key objects
or pedestrians at distance.
</p>
"
http://arxiv.org/abs/1812.02222,Predicting pregnancy using large-scale data from a women's health tracking mobile application. (arXiv:1812.02222v2 [stat.AP] UPDATED),"<p>Predicting pregnancy has been a fundamental problem in women's health for
more than 50 years. Previous datasets have been collected via carefully curated
medical studies, but the recent growth of women's health tracking mobile apps
offers potential for reaching a much broader population. However, the
feasibility of predicting pregnancy from mobile health tracking data is
unclear. Here we develop four models -- a logistic regression model, and 3 LSTM
models -- to predict a woman's probability of becoming pregnant using data from
a women's health tracking app, Clue by BioWink GmbH. Evaluating our models on a
dataset of 79 million logs from 65,276 women with ground truth pregnancy test
data, we show that our predicted pregnancy probabilities meaningfully stratify
women: women in the top 10% of predicted probabilities have a 89% chance of
becoming pregnant over 6 menstrual cycles, as compared to a 27% chance for
women in the bottom 10%. We develop a technique for extracting interpretable
time trends from our deep learning models, and show these trends are consistent
with previous fertility research. Our findings illustrate the potential that
women's health tracking data offers for predicting pregnancy on a broader
population; we conclude by discussing the steps needed to fulfill this
potential.
</p>
"
http://arxiv.org/abs/1812.02347,Counterfactual Critic Multi-Agent Training for Scene Graph Generation. (arXiv:1812.02347v2 [cs.CV] UPDATED),"<p>Scene graphs -- objects as nodes and visual relationships as edges --
describe the whereabouts and interactions of the things and stuff in an image
for comprehensive scene understanding. To generate coherent scene graphs,
almost all existing methods exploit the fruitful visual context by modeling
message passing among objects, fitting the dynamic nature of reasoning with
visual context, eg, ""person"" on ""bike"" can help determine the relationship
""ride"", which in turn contributes to the category confidence of the two
objects. However, we argue that the scene dynamics is not properly learned by
using the prevailing cross-entropy based supervised learning paradigm, which is
not sensitive to graph inconsistency: errors at the hub or non-hub nodes are
unfortunately penalized equally. To this end, we propose a Counterfactual
critic Multi-Agent Training (CMAT) approach to resolve the mismatch. CMAT is a
multi-agent policy gradient method that frames objects as cooperative agents,
and then directly maximizes a graph-level metric as the reward. In particular,
to assign the reward properly to each agent, CMAT uses a counterfactual
baseline that disentangles the agent-specific reward by fixing the dynamics of
other agents. Extensive validations on the challenging Visual Genome benchmark
show that CMAT achieves a state-of-the-art by significant performance gains
under various settings and metrics.
</p>
"
http://arxiv.org/abs/1812.03831,On the Enumeration Complexity of Unions of Conjunctive Queries. (arXiv:1812.03831v3 [cs.DB] UPDATED),"<p>We study the enumeration complexity of Unions of Conjunctive Queries (UCQs).
We aim to identify the UCQs that are tractable in the sense that the answer
tuples can be enumerated with a linear preprocessing phase and a constant delay
between every successive tuples. It has been established that, in the absence
of self joins and under conventional complexity assumptions, the CQs that admit
such an evaluation are precisely the free-connex ones. A union of tractable CQs
is always tractable. We generalize the notion of free-connexity from CQs to
UCQs, thus showing that some unions containing intractable CQs are, in fact,
tractable. Interestingly, some unions consisting of only intractable CQs are
tractable too. The question of a finding a full characterization of the
tractability of UCQs remains open. Nevertheless, we prove that for several
classes of queries, free-connexity fully captures the tractable UCQs.
</p>
"
http://arxiv.org/abs/1812.08252,Towards an Evolvable Cancer Treatment Simulator. (arXiv:1812.08252v2 [cs.NE] UPDATED),"<p>The use of high-fidelity computational simulations promises to enable
high-throughput hypothesis testing and optimisation of cancer therapies.
However, increasing realism comes at the cost of increasing computational
requirements. This article explores the use of surrogate-assisted evolutionary
algorithms to optimise the targeted delivery of a therapeutic compound to
cancerous tumour cells with the multicellular simulator, PhysiCell. The use of
both Gaussian process models and multi-layer perceptron neural network
surrogate models are investigated. We find that evolutionary algorithms are
able to effectively explore the parameter space of biophysical properties
within the agent-based simulations, minimising the resulting number of
cancerous cells after a period of simulated treatment. Both model-assisted
algorithms are found to outperform a standard evolutionary algorithm,
demonstrating their ability to perform a more effective search within the very
small evaluation budget. This represents the first use of efficient
evolutionary algorithms within a high-throughput multicellular computing
approach to find therapeutic design optima that maximise tumour regression.
</p>
"
http://arxiv.org/abs/1812.10085,A Data-driven Adversarial Examples Recognition Framework via Adversarial Feature Genome. (arXiv:1812.10085v2 [cs.CV] UPDATED),"<p>Convolutional neural networks (CNNs) are easily spoofed by adversarial
examples which lead to wrong classification results. Most of the defense
methods focus only on how to improve the robustness of CNNs or to detect
adversarial examples. They are incapable of detecting and correctly classifying
adversarial examples simultaneously. We find that adversarial examples and
original images have diverse representations in the feature space, and this
difference grows as layers go deeper, which we call Adversarial Feature
Separability (AFS). Inspired by AFS, we propose a defense framework based on
Adversarial Feature Genome (AFG), which can detect and correctly classify
adversarial examples into original classes simultaneously. AFG is an innovative
encoding for both image and adversarial example. It consists of group features
and a mixed label. With group features which are visual representations of
adversarial and original images via group visualization method, one can detect
adversarial examples because of ASF of group features. With a mixed label, one
can trace back to the original label of an adversarial example. Then, the
classification of adversarial example is modeled as a multi-label
classification trained on the AFG dataset, which can get the original class of
adversarial example. Experiments show that the proposed framework not only
effectively detects adversarial examples from different attack algorithms, but
also correctly classifies adversarial examples. Our framework potentially gives
a new perspective, i.e., a data-driven way, to improve the robustness of a CNN
model.
</p>
"
http://arxiv.org/abs/1812.11448,Removing Malicious Nodes from Networks. (arXiv:1812.11448v5 [cs.SI] UPDATED),"<p>A fundamental challenge in networked systems is detection and removal of
suspected malicious nodes. In reality, detection is always imperfect, and the
decision about which potentially malicious nodes to remove must trade off false
positives (erroneously removing benign nodes) and false negatives (mistakenly
failing to remove malicious nodes). However, in network settings this
conventional tradeoff must now account for node connectivity. In particular,
malicious nodes may exert malicious influence, so that mistakenly leaving some
of these in the network may cause damage to spread. On the other hand, removing
benign nodes causes direct harm to these, and indirect harm to their benign
neighbors who would wish to communicate with them.
</p>
<p>We formalize the problem of removing potentially malicious nodes from a
network under uncertainty through an objective that takes connectivity into
account. We show that optimally solving the resulting problem is NP-Hard. We
then propose a tractable solution approach based on a convex relaxation of the
objective. Finally, we experimentally demonstrate that our approach
significantly outperforms both a simple baseline that ignores network
structure, as well as a state-of-the-art approach for a related problem, on
both synthetic and real-world datasets.
</p>
"
http://arxiv.org/abs/1901.00434,The capacity of feedforward neural networks. (arXiv:1901.00434v2 [cs.LG] UPDATED),"<p>A long standing open problem in the theory of neural networks is the
development of quantitative methods to estimate and compare the capabilities of
different architectures. Here we define the capacity of an architecture by the
binary logarithm of the number of functions it can compute, as the synaptic
weights are varied. The capacity provides an upper bound on the number of bits
that can be extracted from the training data and stored in the architecture
during learning. We study the capacity of layered, fully-connected,
architectures of linear threshold neurons with $L$ layers of size $n_1,n_2,
\ldots, n_L$ and show that in essence the capacity is given by a cubic
polynomial in the layer sizes: $C(n_1,\ldots, n_L)=\sum_{k=1}^{L-1}
\min(n_1,\ldots,n_k)n_kn_{k+1}$, where layers that are smaller than all
previous layers act as bottlenecks. In proving the main result, we also develop
new techniques (multiplexing, enrichment, and stacking) as well as new bounds
on the capacity of finite sets. We use the main result to identify
architectures with maximal or minimal capacity under a number of natural
constraints. This leads to the notion of structural regularization for deep
architectures. While in general, everything else being equal, shallow networks
compute more functions than deep networks, the functions computed by deep
networks are more regular and ""interesting"".
</p>
"
http://arxiv.org/abs/1901.01660,Deeper and Wider Siamese Networks for Real-Time Visual Tracking. (arXiv:1901.01660v3 [cs.CV] UPDATED),"<p>Siamese networks have drawn great attention in visual tracking because of
their balanced accuracy and speed. However, the backbone networks used in
Siamese trackers are relatively shallow, such as AlexNet [18], which does not
fully take advantage of the capability of modern deep neural networks. In this
paper, we investigate how to leverage deeper and wider convolutional neural
networks to enhance tracking robustness and accuracy. We observe that direct
replacement of backbones with existing powerful architectures, such as ResNet
[14] and Inception [33], does not bring improvements. The main reasons are that
1)large increases in the receptive field of neurons lead to reduced feature
discriminability and localization precision; and 2) the network padding for
convolutions induces a positional bias in learning. To address these issues, we
propose new residual modules to eliminate the negative impact of padding, and
further design new architectures using these modules with controlled receptive
field size and network stride. The designed architectures are lightweight and
guarantee real-time tracking speed when applied to SiamFC [2] and SiamRPN [20].
Experiments show that solely due to the proposed network architectures, our
SiamFC+ and SiamRPN+ obtain up to 9.8%/5.7% (AUC), 23.3%/8.8% (EAO) and
24.4%/25.0% (EAO) relative improvements over the original versions [2, 20] on
the OTB-15, VOT-16 and VOT-17 datasets, respectively.
</p>
"
http://arxiv.org/abs/1901.01894,Resilient Design of 5G Mobile-Edge Computing Over Intermittent mmWave Links. (arXiv:1901.01894v3 [cs.IT] UPDATED),"<p>Two enablers of the 5th Generation (5G) of mobile communication systems are
the high data rates achievable with millimeter-wave radio signals and the
cloudification of the network's mobile edge, made possible also by Multi-access
Edge Computing (MEC). In 5G networks, user devices may exploit the high
capacity of their mobile connection and the computing capabilities of the edge
cloud to offload computational tasks to MEC servers, which run applications on
devices' behalf. This paper investigates new methods to perform power- and
latency-constrained offloading. First, aiming to minimize user devices'
transmit power, the opportunity to exploit concurrent communication links
between the device and the edge cloud is studied. The optimal number of
channels for simultaneous transmission is characterized in a deterministic and
a probabilistic scenario. Subsequently, blocking events that obstruct
millimeter-wave channels making them `intermittent' are considered. Resource
overprovisioning and error-correcting codes against asymmetric block erasures
are proposed to jointly contrast blocking and exploit multi-link
communications' diversity. The asymmetric block-erasure channel is
characterized by a study of its outage probability. The analysis is performed
in a framework that yields closed-form expressions. These, together with
corroborating numerical results, are intended to provide reference points and
bounds to optimal performance in practical applications.
</p>
"
http://arxiv.org/abs/1901.02360,Sum-of-square-of-rational-function based representations of positive semidefinite polynomial matrices. (arXiv:1901.02360v2 [math.OC] UPDATED),"<p>The paper proves sum-of-square-of-rational-function based representations
(shortly, sosrf-based representations) of polynomial matrices that are positive
semidefinite on some special sets: $\mathbb{R}^n;$ $\mathbb{R}$ and its
intervals $[a,b]$, $[0,\infty)$; and the strips $[a,b] \times \mathbb{R}
\subset \mathbb{R}^2.$ A method for numerically computing such representations
is also presented. The methodology is divided into two stages:
</p>
<p>(S1) diagonalizing the initial polynomial matrix based on the Schm\""{u}dgen's
procedure \cite{Schmudgen09};
</p>
<p>(S2) for each diagonal element of the resulting matrix, find its low rank
sosrf-representation satisfying the Artin's theorem solving the Hilbert's 17th
problem.
</p>
<p>Some numerical tests and illustrations with \textsf{OCTAVE} are also
presented for each type of polynomial matrices.
</p>
"
http://arxiv.org/abs/1901.04240,Semi-supervised Learning with Graphs: Covariance Based Superpixels For Hyperspectral Image Classification. (arXiv:1901.04240v3 [cs.CV] UPDATED),"<p>In this paper, we present a graph-based semi-supervised framework for
hyperspectral image classification. We first introduce a novel superpixel
algorithm based on the spectral covariance matrix representation of pixels to
provide a better representation of our data. We then construct a superpixel
graph, based on carefully considered feature vectors, before performing
classification. We demonstrate, through a set of experimental results using two
benchmarking datasets, that our approach outperforms three state-of-the-art
classification frameworks, especially when an extremely small amount of
labelled data is used.
</p>
"
http://arxiv.org/abs/1901.06523,Frequency Principle: Fourier Analysis Sheds Light on Deep Neural Networks. (arXiv:1901.06523v3 [cs.LG] UPDATED),"<p>We study the training process of Deep Neural Networks (DNNs) from the Fourier
analysis perspective. Our starting point is a Frequency Principle (F-Principle)
--- DNNs initialized with small parameters often fit target functions from low
to high frequencies --- which was first proposed by Xu et al. (2018) and
Rahaman et al. (2018) on synthetic datasets. In this work, we first show the
universality of the F-Principle by demonstrating this phenomenon on
high-dimensional benchmark datasets, such as MNIST and CIFAR10. Then, based on
experiments, we show that the F-Principle provides insight into both the
success and failure of DNNs in different types of problems. Based on the
F-Principle, we further propose that DNN can be adopted to accelerate the
convergence of low frequencies for scientific computing problems, in which most
of the conventional methods (e.g., Jacobi method) exhibit the opposite
convergence behavior --- faster convergence for higher frequencies. Finally, we
prove a theorem for DNNs of one hidden layer as a first step towards a
mathematical explanation of the F-Principle. Our work indicates that the
F-Principle with Fourier analysis is a promising approach to the study of DNNs
because it seems ubiquitous, applicable, and explainable.
</p>
"
http://arxiv.org/abs/1901.06731,Four Deviations Suffice for Rank 1 Matrices. (arXiv:1901.06731v2 [math.CO] UPDATED),"<p>We prove a matrix discrepancy bound that strengthens the famous
Kadison-Singer result of Marcus, Spielman, and Srivastava. Consider any
independent scalar random variables $\xi_1, \ldots, \xi_n$ with finite support,
e.g.
</p>
<p>$\{ \pm 1 \}$ or $\{ 0,1 \}$-valued random variables, or some combination
thereof. Let $u_1, \dots, u_n \in \mathbb{C}^m$ and $$ \sigma^2 = \left\|
\sum_{i=1}^n \text{Var}[ \xi_i ] (u_i u_i^{*})^2 \right\|. $$ Then there exists
a choice of outcomes $\varepsilon_1,\ldots,\varepsilon_n$ in the support of
$\xi_1, \ldots, \xi_n$ s.t. $$ \left \|\sum_{i=1}^n \mathbb{E} [ \xi_i] u_i
u_i^* - \sum_{i=1}^n \varepsilon_i u_i u_i^* \right \| \leq 4 \sigma. $$ A
simple consequence of our result is an improvement of a Lyapunov-type theorem
of Akemann and Weaver.
</p>
"
http://arxiv.org/abs/1901.07298,Online Estimation of Multiple Dynamic Graphs in Pattern Sequences. (arXiv:1901.07298v2 [stat.ML] UPDATED),"<p>Sequences of correlated binary patterns can represent many time-series data
including text, movies, and biological signals. These patterns may be described
by weighted combinations of a few dominant structures that underpin specific
interactions among the binary elements. To extract the dominant correlation
structures and their contributions to generating data in a time-dependent
manner, we model the dynamics of binary patterns using the state-space model of
an Ising-type network that is composed of multiple undirected graphs. We
provide a sequential Bayes algorithm to estimate the dynamics of weights on the
graphs while gaining the graph structures online. This model can uncover
overlapping graphs underlying the data better than a traditional orthogonal
decomposition method, and outperforms an original time-dependent Ising model.
We assess the performance of the method by simulated data, and demonstrate that
spontaneous activity of cultured hippocampal neurons is represented by dynamics
of multiple graphs.
</p>
"
http://arxiv.org/abs/1901.08991,Diffusion Variational Autoencoders. (arXiv:1901.08991v2 [cs.LG] UPDATED),"<p>A standard Variational Autoencoder, with a Euclidean latent space, is
structurally incapable of capturing topological properties of certain datasets.
To remove topological obstructions, we introduce Diffusion Variational
Autoencoders with arbitrary manifolds as a latent space. A Diffusion
Variational Autoencoder uses transition kernels of Brownian motion on the
manifold. In particular, it uses properties of the Brownian motion to implement
the reparametrization trick and fast approximations to the KL divergence. We
show that the Diffusion Variational Autoencoder is capable of capturing
topological properties of synthetic datasets. Additionally, we train MNIST on
spheres, tori, projective spaces, SO(3), and a torus embedded in R3. Although a
natural dataset like MNIST does not have latent variables with a clear-cut
topological structure, training it on a manifold can still highlight
topological and geometrical properties.
</p>
"
http://arxiv.org/abs/1901.09221,Progressive Image Deraining Networks: A Better and Simpler Baseline. (arXiv:1901.09221v2 [cs.CV] UPDATED),"<p>Along with the deraining performance improvement of deep networks, their
structures and learning become more and more complicated and diverse, making it
difficult to analyze the contribution of various network modules when
developing new deraining networks. To handle this issue, this paper provides a
better and simpler baseline deraining network by considering network
architecture, input and output, and loss functions. Specifically, by repeatedly
unfolding a shallow ResNet, progressive ResNet (PRN) is proposed to take
advantage of recursive computation. A recurrent layer is further introduced to
exploit the dependencies of deep features across stages, forming our
progressive recurrent network (PReNet). Furthermore, intra-stage recursive
computation of ResNet can be adopted in PRN and PReNet to notably reduce
network parameters with graceful degradation in deraining performance. For
network input and output, we take both stage-wise result and original rainy
image as input to each ResNet and finally output the prediction of {residual
image}. As for loss functions, single MSE or negative SSIM losses are
sufficient to train PRN and PReNet. Experiments show that PRN and PReNet
perform favorably on both synthetic and real rainy images. Considering its
simplicity, efficiency and effectiveness, our models are expected to serve as a
suitable baseline in future deraining research. The source codes are available
at https://github.com/csdwren/PReNet.
</p>
"
http://arxiv.org/abs/1901.10593,Decentralized Online Learning: Take Benefits from Others' Data without Sharing Your Own to Track Global Trend. (arXiv:1901.10593v3 [cs.LG] UPDATED),"<p>Decentralized Online Learning (online learning in decentralized networks)
attracts more and more attention, since it is believed that Decentralized
Online Learning can help the data providers cooperatively better solve their
online problems without sharing their private data to a third party or other
providers. Typically, the cooperation is achieved by letting the data providers
exchange their models between neighbors, e.g., recommendation model. However,
the best regret bound for a decentralized online learning algorithm is
$\Ocal{n\sqrt{T}}$, where $n$ is the number of nodes (or users) and $T$ is the
number of iterations. This is clearly insignificant since this bound can be
achieved \emph{without} any communication in the networks. This reminds us to
ask a fundamental question: \emph{Can people really get benefit from the
decentralized online learning by exchanging information?} In this paper, we
studied when and why the communication can help the decentralized online
learning to reduce the regret. Specifically, each loss function is
characterized by two components: the adversarial component and the stochastic
component. Under this characterization, we show that decentralized online
gradient (DOG) enjoys a regret bound $\Ocal{n\sqrt{T}G + \sqrt{nT}\sigma}$,
where $G$ measures the magnitude of the adversarial component in the private
data (or equivalently the local loss function) and $\sigma$ measures the
randomness within the private data. This regret suggests that people can get
benefits from the randomness in the private data by exchanging private
information. Another important contribution of this paper is to consider the
dynamic regret -- a more practical regret to track users' interest dynamics.
Empirical studies are also conducted to validate our analysis.
</p>
"
http://arxiv.org/abs/1901.10915,Benchmarking Classic and Learned Navigation in Complex 3D Environments. (arXiv:1901.10915v2 [cs.CV] UPDATED),"<p>Navigation research is attracting renewed interest with the advent of
learning-based methods. However, this new line of work is largely disconnected
from well-established classic navigation approaches. In this paper, we take a
step towards coordinating these two directions of research. We set up classic
and learning-based navigation systems in common simulated environments and
thoroughly evaluate them in indoor spaces of varying complexity, with access to
different sensory modalities. Additionally, we measure human performance in the
same environments. We find that a classic pipeline, when properly tuned, can
perform very well in complex cluttered environments. On the other hand, learned
systems can operate more robustly with a limited sensor suite. Overall, both
approaches are still far from human-level performance.
</p>
"
http://arxiv.org/abs/1902.03025,Parameterized Analysis of Immediate Observation Petri Nets. (arXiv:1902.03025v2 [cs.LO] UPDATED),"<p>We introduce immediate observation Petri nets, a class of interest in the
study of population protocols (a model of distributed computation), and
enzymatic chemical networks. In these areas, relevant analysis questions
translate into parameterized Petri net problems: whether an infinite set of
Petri nets with the same underlying net, but different initial markings,
satisfy a given property. We study the parameterized reachability,
coverability, and liveness problems for immediate observation Petri nets. We
show that all three problems are in PSPACE for infinite sets of initial
markings defined by counting constraints, a class sufficiently rich for the
intended application. This is remarkable, since the problems are already
PSPACE-hard when the set of markings is a singleton, i.e., in the
non-parameterized case. We use these results to prove that the correctness
problem for immediate observation population protocols is PSPACE-complete,
answering a question left open in a previous paper.
</p>
"
http://arxiv.org/abs/1902.08647,Better Algorithms for Stochastic Bandits with Adversarial Corruptions. (arXiv:1902.08647v2 [cs.LG] UPDATED),"<p>We study the stochastic multi-armed bandits problem in the presence of
adversarial corruption. We present a new algorithm for this problem whose
regret is nearly optimal, substantially improving upon previous work. Our
algorithm is agnostic to the level of adversarial contamination and can
tolerate a significant amount of corruption with virtually no degradation in
performance.
</p>
"
http://arxiv.org/abs/1902.10068,Entity Recognition at First Sight: Improving NER with Eye Movement Information. (arXiv:1902.10068v2 [cs.CL] UPDATED),"<p>Previous research shows that eye-tracking data contains information about the
lexical and syntactic properties of text, which can be used to improve natural
language processing models. In this work, we leverage eye movement features
from three corpora with recorded gaze information to augment a state-of-the-art
neural model for named entity recognition (NER) with gaze embeddings. These
corpora were manually annotated with named entity labels. Moreover, we show how
gaze features, generalized on word type level, eliminate the need for recorded
eye-tracking data at test time. The gaze-augmented models for NER using
token-level and type-level features outperform the baselines. We present the
benefits of eye-tracking features by evaluating the NER models on both
individual datasets as well as in cross-domain settings.
</p>
"
http://arxiv.org/abs/1903.01784,Leveraging Shape Completion for 3D Siamese Tracking. (arXiv:1903.01784v2 [cs.CV] UPDATED),"<p>Point clouds are challenging to process due to their sparsity, therefore
autonomous vehicles rely more on appearance attributes than pure geometric
features. However, 3D LIDAR perception can provide crucial information for
urban navigation in challenging light or weather conditions. In this paper, we
investigate the versatility of Shape Completion for 3D Object Tracking in LIDAR
point clouds. We design a Siamese tracker that encodes model and candidate
shapes into a compact latent representation. We regularize the encoding by
enforcing the latent representation to decode into an object model shape. We
observe that 3D object tracking and 3D shape completion complement each other.
Learning a more meaningful latent representation shows better discriminatory
capabilities, leading to improved tracking performance. We test our method on
the KITTI Tracking set using car 3D bounding boxes. Our model reaches a 76.94%
Success rate and 81.38% Precision for 3D Object Tracking, with the shape
completion regularization leading to an improvement of 3% in both metrics.
</p>
"
